signal_id,symbol,direction,entry_price,stop_loss,take_profit,entry_time,status,close_price,close_time,exit_type,result,return_pct
XAUUSD-2026-09-23T133000,XAU/USD,down,4288.16507,4301.49355,4268.17236,2026-09-23 13:30:00,closed,4285.45528,2026-09-23 17:01:15,time_exit,win,0.06
